号牌号码,罚款金额,记分值,违法时间,违法行为,违法地点,是否处理,缴款状态,号牌种类
浙HD00387,50,0,2019-12-02 15:12,不按规定临时停车影响其他车辆和行人通行的,江山市区中山路(中山路鹿溪路口至江滨路路口路段),已处理,已交款,小型新能源汽车
浙HD00387,100,2,2019-09-01 18:10,不按所需行进方向驶入导向车道的,江山市区环城西路与西山路路口北口,已处理,已交款,小型新能源汽车
浙HDZ080,50,0,2019-10-17 12:20,不按规定临时停车影响其他车辆和行人通行的,贺村镇贺康路-中心南街,已处理,已交款,小型汽车
浙HDZ080,50,0,2019-03-24 13:13,不按规定临时停车影响其他车辆和行人通行的,江山市区礼贤路(火车站广场),已处理,已交款,小型汽车
浙HDZ080,100,2,2018-07-02 13:32,不按导向车道行驶,方泗公路九干路南约10米,已处理,已交款,小型汽车
浙HDZ080,200,3,2018-04-23 16:41,违反禁令标志指示,内环高架外圈沪太路入口匝道,已处理,已交款,小型汽车
浙HDZ080,200,3,2018-04-04 15:10,违反禁令标志指示,中环路济阳路西侧上匝道,已处理,已交款,小型汽车
浙HDZ080,50,2,2018-01-02 22:47,左转弯不靠路口中心行驶,浦星公路/民乐路,已处理,已交款,小型汽车
浙HD00376,150,6,2020-03-10 19:34,驾驶机动车违反道路交通信号灯通行的,鹿溪南路的环城南路路口,已处理,已交款,小型新能源汽车
浙HD00376,100,2,2019-10-05 14:32,不按所需行进方向驶入导向车道的,朝阳路-文教路路口东口,已处理,已交款,小型新能源汽车
浙HDZ053,50,0,2019-10-27 11:42,不按规定临时停车影响其他车辆和行人通行的,江山市区东岳路-虎山三街路口,已处理,已交款,小型汽车
浙HDZ053,50,0,2019-10-03 16:58,不按规定临时停车影响其他车辆和行人通行的,常山芳村镇联鑫路违停球,已处理,已交款,小型汽车
浙HDZ053,200,6,2019-09-03 11:27,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,山深线1820KM200M（205国道贺村镇诗坊村路段）,已处理,已交款,小型汽车
浙HDZ053,50,0,2019-08-01 07:00,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",江山市花峡线0010KM050M,已处理,已交款,小型汽车
浙HDZ053,100,2,2019-03-31 16:40,不按所需行进方向驶入导向车道的,江山市鹿溪路-中山路路口北口,已处理,已交款,小型汽车
浙HDZ053,50,0,2019-02-12 14:21,不按规定临时停车影响其他车辆和行人通行的,江山市区礼贤路(火车站广场),已处理,已交款,小型汽车
浙HDZ053,150,6,2018-10-11 08:19,驾驶机动车违反道路交通信号灯通行的,东迹大道-车管所东口,已处理,已交款,小型汽车
浙HDZ053,150,6,2018-05-17 12:45,驾驶机动车违反道路交通信号灯通行的,江山市站前大道礼贤路口北口,已处理,已交款,小型汽车
浙HD00259,50,0,2020-02-27 12:16,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",常新线013公里,已处理,已交款,小型新能源汽车
浙HD00259,50,0,2020-02-25 12:35,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",常新线013公里,已处理,已交款,小型新能源汽车
浙HD00259,50,0,2020-02-23 12:14,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",常新线013公里,已处理,已交款,小型新能源汽车
浙HD00259,50,0,2020-02-22 12:09,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",常新线013公里,已处理,已交款,小型新能源汽车
浙HD00259,50,0,2020-02-05 12:11,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",常新线19公里950米,已处理,已交款,小型新能源汽车
浙HD00259,50,0,2019-12-21 13:39,不按规定临时停车影响其他车辆和行人通行的,临湖路与望湖路路口,已处理,已交款,小型新能源汽车
浙HD00259,50,0,2019-10-27 14:54,不按规定临时停车影响其他车辆和行人通行的,江山市区城中路(城中路解放路路口至鹿溪路路口路段),已处理,已交款,小型新能源汽车
浙HD00259,100,3,2019-09-06 11:01,机动车违反禁令标志指示的,江山市区江津路单行道1东口,已处理,已交款,小型新能源汽车
浙HD00259,100,2,2019-08-26 10:09,不按所需行进方向驶入导向车道的,江山市区环城西路与西山路路口北口,已处理,已交款,小型新能源汽车
浙HD00259,50,0,2019-08-08 10:40,不按规定临时停车影响其他车辆和行人通行的,江山市区东岳路(东岳路虎山三街路口至虎山四街路口路段),已处理,已交款,小型新能源汽车
浙HD02269,200,6,2020-01-04 16:38,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线16公里590米贺村镇丰益村村委路段,已处理,已交款,小型新能源汽车
浙HDY891,200,3,2019-12-26 19:54,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1826公里600米贺村镇达埂村石排山路口,已处理,已交款,小型汽车
浙HDY891,50,0,2019-12-02 14:18,不按规定临时停车影响其他车辆和行人通行的,江山市区礼贤路(火车站广场),已处理,已交款,小型汽车
浙HDY891,200,6,2019-11-28 23:58,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线0016KM680M（贺村镇丰益村委路段）,已处理,已交款,小型汽车
浙HDY891,100,2,2019-11-25 13:13,不按所需行进方向驶入导向车道的,江山市区鹿溪南路与环城南路路口西口,已处理,已交款,小型汽车
浙HDY891,100,2,2019-01-17 12:57,不按所需行进方向驶入导向车道的,江山市西山路-南二街东口,已处理,已交款,小型汽车
浙HDY891,100,2,2018-12-09 15:32,不按所需行进方向驶入导向车道的,江山市西山路-南二街东口,已处理,已交款,小型汽车
浙HDY891,100,3,2018-10-27 10:37,机动车违反禁令标志指示的,云宾路-民声路,已处理,已交款,小型汽车
浙HDY891,50,0,2018-04-18 11:04,不按规定临时停车影响其他车辆和行人通行的,江山市区江城北路(江城北路民声路路口至鹿溪路路口路段)人行道,已处理,已交款,小型汽车
浙HDY891,100,3,2018-03-07 13:19,机动车违反禁令标志指示的,江山市站前大道礼贤路口南口,已处理,已交款,小型汽车
浙HDY900,50,0,2020-01-20 13:53,不按规定临时停车影响其他车辆和行人通行的,江山市区城中路(城中路解放路路口至鹿溪路路口路段),已处理,已交款,小型汽车
浙HDY900,100,3,2019-12-09 12:57,机动车违反禁止标线指示的,江山市区西山路与南二街路口东口,已处理,已交款,小型汽车
浙HDY900,200,3,2019-11-30 21:38,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1828KM870M（205国道贺村镇天蓬集团路段）,已处理,已交款,小型汽车
浙HDY900,50,0,2019-02-10 09:38,不按规定临时停车影响其他车辆和行人通行的,江山市石门镇延龄街与北街路口（违停）,已处理,已交款,小型汽车
浙HDY900,50,0,2019-02-03 18:24,不按规定临时停车影响其他车辆和行人通行的,文峰西路（英爵咖啡店门口）违停抓拍,已处理,已交款,小型汽车
浙HDY900,50,0,2018-11-27 13:45,不按规定临时停车影响其他车辆和行人通行的,定阳南路（靓车族汽车边）违停抓拍,已处理,已交款,小型汽车
浙HDY900,200,3,2018-04-03 17:36,违反禁令标志指示,内环高架内圈瑞金南路入口匝道,已处理,已交款,小型汽车
浙HD03309,50,0,2020-01-04 08:12,不按规定临时停车影响其他车辆和行人通行的,江山市贺村镇贺滨路与中心街路口,已处理,已交款,小型新能源汽车
浙HD03309,100,3,2019-08-15 17:17,人行道不停车让行的,江山市区解放路(解放路城中路路口至雪泉街路口路段),已处理,已交款,小型新能源汽车
浙HDY915,200,6,2020-02-19 06:56,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线16公里590米贺村镇丰益村村委路段,已处理,已交款,小型汽车
浙HDY915,100,3,2019-08-16 18:03,人行道不停车让行的,江山市区解放路(解放路城中路路口至雪泉街路口路段),已处理,已交款,小型汽车
浙HDY915,100,3,2019-01-20 15:56,机动车违反禁令标志指示的,云宾路-民声路,已处理,已交款,小型汽车
浙HDY915,100,3,2018-09-03 16:00,机动车违反禁令标志指示的,中山路-民声路,已处理,已交款,小型汽车
浙HDY915,100,3,2018-08-09 15:23,机动车违反禁令标志指示的,贺康路单行线东口,已处理,已交款,小型汽车
浙HDY915,50,0,2018-07-03 15:42,不按规定临时停车影响其他车辆和行人通行的,江山市区云宾路(云宾路鹿溪路口至县河东路路口路段),已处理,已交款,小型汽车
浙HDY915,100,3,2018-04-18 15:04,机动车违反禁止标线指示的,大成路-墩贺线北口,已处理,已交款,小型汽车
浙HDY915,100,3,2018-03-20 08:13,机动车违反禁令标志指示的,中山路-民声路,已处理,已交款,小型汽车
浙HDY915,200,6,2018-02-27 16:14,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,山深线1812KM150M(205国道祝家路口）,已处理,已交款,小型汽车
浙HDY986,50,0,2020-01-20 09:52,不按规定临时停车影响其他车辆和行人通行的,江山市区环城南路(环城南路的鹿溪南路口至解放路口路段),已处理,已交款,小型汽车
浙HDY986,150,6,2019-08-25 17:17,驾驶机动车违反道路交通信号灯通行的,江山市区江滨南路与江电路路口南口,已处理,已交款,小型汽车
浙HDY986,100,2,2019-07-12 17:24,不按所需行进方向驶入导向车道的,315省道-北关东路南口,已处理,已交款,小型汽车
浙HDY986,100,3,2019-07-07 13:58,机动车违反禁令标志指示的,中山路-民声路,已处理,已交款,小型汽车
浙HDY986,200,6,2019-06-15 05:53,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市莲华山大道（蔡家山底路口）,已处理,已交款,小型汽车
浙HDY986,100,3,2019-01-01 13:56,人行道不停车让行的,江山市区解放路(解放路城中路路口至雪泉街路口路段),已处理,已交款,小型汽车
浙HDY986,50,0,2018-11-16 09:16,不按规定临时停车影响其他车辆和行人通行的,江山市区南门路(南门路南一街路口至南门路南市街路口路段),已处理,已交款,小型汽车
浙HDY986,100,3,2018-09-30 13:36,机动车违反禁令标志指示的,县河东路至锦绣府园南侧路段(单行线),已处理,已交款,小型汽车
浙HDY986,100,3,2018-09-08 18:44,机动车违反禁令标志指示的,江山市站前大道礼贤路口西口,已处理,已交款,小型汽车
浙HDY986,100,3,2018-08-31 12:55,机动车违反禁令标志指示的,云宾路-民声路,已处理,已交款,小型汽车
浙HD00391,200,3,2020-01-10 16:36,机动车逆向行驶的,开源路的创业路路口,已处理,已交款,小型新能源汽车
浙HD00391,100,3,2019-11-10 06:58,机动车违反禁令标志指示的,云宾路-民声路,已处理,已交款,小型新能源汽车
浙HD00391,100,2,2019-09-11 18:11,不按所需行进方向驶入导向车道的,江山市区环城西路与西山路路口北口,已处理,已交款,小型新能源汽车
浙HDY840,50,0,2020-01-21 14:08,驾驶机动车行驶时以手持方式使用电话的,东岳路山海路路口,已处理,已交款,小型汽车
浙HDY840,150,0,2019-10-08 16:14,不按规定停车,光明路光明路0米,已处理,已交款,小型汽车
浙HDY840,150,6,2019-06-28 08:38,驾驶机动车违反道路交通信号灯通行的,江山市区鹿溪北路站前大道路口南口,已处理,已交款,小型汽车
浙HDY840,150,0,2019-06-02 19:26,不按规定停放影响其他车辆和行人通行的,江山市区站前大道(站前大道鹿溪北路路口至凝秀北路路口路段),已处理,已交款,小型汽车
浙HDY840,200,3,2019-05-22 06:45,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1812KM150M(205国道祝家路口）,已处理,已交款,小型汽车
浙HDY840,100,3,2019-01-24 10:20,人行道不停车让行的,江山市区东岳路(东岳路虎山二街路口),已处理,已交款,小型汽车
浙HDY840,100,2,2019-01-18 14:30,不按所需行进方向驶入导向车道的,衢化东路-通衢街北口,已处理,已交款,小型汽车
浙HDY840,100,3,2018-08-31 08:52,机动车违反禁令标志指示的,江山市站前大道礼贤路口西口,已处理,已交款,小型汽车
浙HDY840,150,6,2018-05-10 18:37,驾驶机动车违反道路交通信号灯通行的,衢州南连接线与石华线交叉口东口,已处理,已交款,小型汽车
浙HDY957,100,2,2020-01-24 08:54,不按所需行进方向驶入导向车道的,站前大道礼贤路（出站）路口,已处理,已交款,小型汽车
浙HDY957,50,0,2019-11-27 15:46,不按规定临时停车影响其他车辆和行人通行的,江山市区城中路(城中路环城西路路口至解放路路口路段),已处理,已交款,小型汽车
